 shot  ray#     dist   amplitude     phase  code
    1   35    37.606   0.507E-01      0.00   2.1
    1   36    37.688   0.510E-01      0.00   2.1
    1   37    37.770   0.513E-01      0.00   2.1
    1   38    37.848   0.515E-01      0.00   2.1
    1   39    37.922   0.518E-01      0.00   2.1
    1   40    37.998   0.520E-01      0.00   2.1
    1   41    38.072   0.521E-01      0.00   2.1
    1   42    38.148   0.523E-01      0.00   2.1
    1   43    38.226   0.524E-01      0.00   2.1
    1   44    38.297   0.525E-01      0.00   2.1
    1   45    38.367   0.526E-01      0.00   2.1
    1   46    38.438   0.527E-01      0.00   2.1
    1   47    38.510   0.527E-01      0.00   2.1
    1   48    38.583   0.527E-01      0.00   2.1
    1   49    38.657   0.528E-01      0.00   2.1
    1   50    38.727   0.528E-01      0.00   2.1
    1   51    38.795   0.528E-01      0.00   2.1
    1   52    38.863   0.528E-01      0.00   2.1
    1   53    38.933   0.528E-01      0.00   2.1
    1   54    39.003   0.527E-01      0.00   2.1
    1   55    39.075   0.527E-01      0.00   2.1
    1   56    39.147   0.527E-01      0.00   2.1
    1   57    39.213   0.527E-01      0.00   2.1
    1   58    39.279   0.526E-01      0.00   2.1
    1   59    39.347   0.526E-01      0.00   2.1
    1   60    39.415   0.525E-01      0.00   2.1
    1    1    39.342   0.387E-01    179.87   2.2
    1    2    35.989   0.478E-01    170.74   2.2
    1    3    34.953   0.631E-01    164.37   2.2
    1    4    34.224   0.796E-01    156.69   2.2
    1    5    33.694   0.934E-01    147.90   2.2
    1    6    33.284   0.105E+00    137.78   2.2
    1    7    32.901   0.116E+00    124.37   2.2
    1    8    32.570   0.127E+00    107.16   2.2
    1    9    32.276   0.133E+00     84.42   2.2
    1   10    31.994   0.122E+00     49.23   2.2
    1   11    31.728   0.937E-01      0.00   2.2
    1   12    31.489   0.650E-01      0.00   2.2
    1   13    31.260   0.478E-01      0.00   2.2
    1   14    31.041   0.409E-01      0.00   2.2
    1   15    30.829   0.390E-01      0.00   2.2
    1   16    30.627   0.394E-01      0.00   2.2
    1   17    30.435   0.410E-01      0.00   2.2
    1   18    30.248   0.432E-01      0.00   2.2
    1   19    30.069   0.457E-01      0.00   2.2
    1   20    29.891   0.485E-01      0.00   2.2
    1   21    29.717   0.513E-01      0.00   2.2
    1   22    29.549   0.541E-01      0.00   2.2
    1   23    29.382   0.568E-01      0.00   2.2
    1   24    29.218   0.593E-01      0.00   2.2
    1   25    29.056   0.615E-01      0.00   2.2
    1   26    28.895   0.634E-01      0.00   2.2
    1   27    28.736   0.648E-01      0.00   2.2
    1   28    28.579   0.649E-01      0.00   2.2
    1   29    28.421   0.634E-01      0.00   2.2
    1   30    28.228   0.617E-01      0.00   2.2
    1    1    32.496   0.200E-02      0.00   3.1
    1    2    34.338   0.280E-02      0.00   3.1
    1    3    35.384   0.386E-02      0.00   3.1
    1    4    36.294   0.479E-02      0.00   3.1
    1    5    37.018   0.555E-02      0.00   3.1
    1    6    37.710   0.614E-02      0.00   3.1
    1    7    38.286   0.661E-02      0.00   3.1
    1    8    38.947   0.698E-02      0.00   3.1
    1    9    39.470   0.728E-02      0.00   3.1
    1   10    39.923   0.753E-02      0.00   3.1
    1   11    40.402   0.773E-02      0.00   3.1
    1   12    40.916   0.791E-02      0.00   3.1
    1   13    41.335   0.807E-02      0.00   3.1
    1   14    41.745   0.821E-02      0.00   3.1
    1   15    42.177   0.834E-02      0.00   3.1
    1   16    42.624   0.846E-02      0.00   3.1
    1   17    42.981   0.858E-02      0.00   3.1
    1   18    43.352   0.869E-02      0.00   3.1
    1   19    43.737   0.879E-02      0.00   3.1
    1   20    44.135   0.889E-02      0.00   3.1
    1   21    44.470   0.898E-02      0.00   3.1
    1   22    44.800   0.906E-02      0.00   3.1
    1   23    45.140   0.913E-02      0.00   3.1
    1   24    45.491   0.919E-02      0.00   3.1
    1   25    45.846   0.925E-02      0.00   3.1
    1   26    46.144   0.930E-02      0.00   3.1
    1   27    46.447   0.932E-02      0.00   3.1
    1   28    46.759   0.931E-02      0.00   3.1
    1   29    47.081   0.930E-02      0.00   3.1
    1   30    47.407   0.928E-02      0.00   3.1
    1    1    46.300   0.134E-01    179.21   3.2
    1    2    37.951   0.203E-01    167.39   3.2
    1    3    36.231   0.309E-01    159.84   3.2
    1    4    35.204   0.412E-01    151.91   3.2
    1    5    34.526   0.498E-01    143.12   3.2
    1    6    33.996   0.578E-01    132.96   3.2
    1    7    33.559   0.658E-01    120.91   3.2
    1    8    33.203   0.736E-01    106.33   3.2
    1    9    32.895   0.801E-01     87.94   3.2
    1   10    32.606   0.815E-01     62.80   3.2
    1   11    32.332   0.714E-01      1.25   3.2
    1   12    32.091   0.517E-01      0.00   3.2
    1   13    31.871   0.335E-01      0.00   3.2
    1   14    31.659   0.237E-01      0.00   3.2
    1   15    31.459   0.197E-01      0.00   3.2
    1   16    31.268   0.181E-01      0.00   3.2
    1   17    31.085   0.174E-01      0.00   3.2
    1   18    30.909   0.174E-01      0.00   3.2
    1   19    30.739   0.177E-01      0.00   3.2
    1   20    30.575   0.183E-01      0.00   3.2
    1   21    30.415   0.191E-01      0.00   3.2
    1   22    30.259   0.200E-01      0.00   3.2
    1   23    30.106   0.210E-01      0.00   3.2
    1   24    29.957   0.220E-01      0.00   3.2
    1   25    29.813   0.231E-01      0.00   3.2
    1   26    29.669   0.241E-01      0.00   3.2
    1   27    29.529   0.251E-01      0.00   3.2
    1   28    29.389   0.261E-01      0.00   3.2
    1   29    29.252   0.270E-01      0.00   3.2
    1   30    29.116   0.278E-01      0.00   3.2
    1   31    28.981   0.285E-01      0.00   3.2
    1   32    28.847   0.292E-01      0.00   3.2
    1   33    28.714   0.297E-01      0.00   3.2
    1   34    28.583   0.302E-01      0.00   3.2
    1   35    28.451   0.304E-01      0.00   3.2
    1    1    32.385   0.736E-03      0.00   4.1
    1    2    36.338   0.132E-02      0.00   4.1
    1    3    37.956   0.205E-02      0.00   4.1
    1    4    39.238   0.259E-02      0.00   4.1
    1    5    40.392   0.288E-02      0.00   4.1
    1    6    41.616   0.308E-02      0.00   4.1
    1    7    42.582   0.327E-02      0.00   4.1
    1    8    43.567   0.346E-02      0.00   4.1
    1    9    44.402   0.363E-02      0.00   4.1
    1   10    45.205   0.378E-02      0.00   4.1
    1   11    46.052   0.390E-02      0.00   4.1
    1   12    46.710   0.401E-02      0.00   4.1
    1   13    47.405   0.409E-02      0.00   4.1
    1   14    48.142   0.417E-02      0.00   4.1
    1   15    48.784   0.424E-02      0.00   4.1
    1   16    49.399   0.431E-02      0.00   4.1
    1   17    50.025   0.436E-02      0.00   4.1
    1   18    50.593   0.439E-02      0.00   4.1
    1   19    51.164   0.442E-02      0.00   4.1
    1   20    51.758   0.445E-02      0.00   4.1
    1   21    52.362   0.450E-02      0.00   4.1
    1   22    52.899   0.457E-02      0.00   4.1
    1   23    53.393   0.464E-02      0.00   4.1
    1   24    53.902   0.469E-02      0.00   4.1
    1   25    54.428   0.475E-02      0.00   4.1
    1   26    54.917   0.482E-02      0.00   4.1
    1   27    55.362   0.488E-02      0.00   4.1
    1   28    55.821   0.492E-02      0.00   4.1
    1   29    56.284   0.495E-02      0.00   4.1
    1   30    56.704   0.497E-02      0.00   4.1
    1    1    55.384   0.263E-02    178.89   4.2
    1    2    53.713   0.282E-02    177.37   4.2
    1    3    50.103   0.335E-02    173.84   4.2
    1    4    47.602   0.438E-02    170.77   4.2
    1    5    45.369   0.592E-02    167.34   4.2
    1    6    43.644   0.778E-02    163.81   4.2
    1    7    42.066   0.986E-02    159.83   4.2
    1    8    40.799   0.122E-01    155.49   4.2
    1    9    39.788   0.147E-01    150.73   4.2
    1   10    38.934   0.173E-01    145.27   4.2
    1   11    38.128   0.200E-01    138.96   4.2
    1   12    37.408   0.230E-01    131.58   4.2
    1   13    36.788   0.263E-01    122.88   4.2
    1   14    36.241   0.297E-01    112.40   4.2
    1   15    35.737   0.330E-01     99.33   4.2
    1   16    35.269   0.351E-01     82.29   4.2
    1   17    34.831   0.339E-01     57.77   4.2
    1   18    34.393   0.280E-01      0.00   4.2
    1   19    34.006   0.197E-01      0.00   4.2
    1   20    33.611   0.132E-01      0.00   4.2
    1   21    33.240   0.958E-02      0.00   4.2
    1   22    32.888   0.796E-02      0.00   4.2
    1   23    32.562   0.721E-02      0.00   4.2
    1   24    32.234   0.692E-02      0.00   4.2
    1   25    31.910   0.697E-02      0.00   4.2
    1   26    31.599   0.727E-02      0.00   4.2
    1   27    31.290   0.773E-02      0.00   4.2
    1   28    30.983   0.833E-02      0.00   4.2
    1   29    30.677   0.903E-02      0.00   4.2
    1   30    30.373   0.978E-02      0.00   4.2
    1   31    30.069   0.105E-01      0.00   4.2
    1   32    29.765   0.113E-01      0.00   4.2
    1   33    29.461   0.120E-01      0.00   4.2
    1   34    29.152   0.125E-01      0.00   4.2
    1   35    28.839   0.129E-01      0.00   4.2
    1    1    34.679   0.140E-04      0.00   5.1
    1    2    35.423   0.292E-04      0.00   5.1
    1    3    36.555   0.600E-04      0.00   5.1
    1    4    38.430   0.103E-03      0.00   5.1
    1    5    39.246   0.155E-03      0.00   5.1
    1    6    41.875   0.219E-03      0.00   5.1
    1    7    42.878   0.277E-03      0.00   5.1
    1    8    44.193   0.302E-03      0.00   5.1
    1    9    45.965   0.283E-03      0.00   5.1
    1   10    47.990   0.251E-03      0.00   5.1
    1   11    51.188   0.294E-03      0.00   5.1
    1   12    66.812   0.471E-03      0.00   5.1
    1   13    68.329   0.665E-03     90.00   5.1
    1   14    69.886   0.758E-03      0.00   5.1
    1   15    71.896   0.844E-03      0.00   5.1
    1   16    72.727   0.101E-02      0.00   5.1
    1   17    73.421   0.119E-02      0.00   5.1
    1   18    74.107   0.131E-02      0.00   5.1
    1   19    74.414   0.133E-02      0.00   5.1
    1   20    75.194   0.127E-02      0.00   5.1
    1   21    75.990   0.124E-02      0.00   5.1
    1   22    76.800   0.128E-02      0.00   5.1
    1   23    77.648   0.137E-02      0.00   5.1
    1   24    78.463   0.136E-02      0.00   5.1
    1   25    78.697   0.112E-02      0.00   5.1
    1   26    80.953   0.853E-03      0.00   5.1
    1   27    84.893   0.782E-03      0.00   5.1
    1   28    86.515   0.852E-03      0.00   5.1
    1   29    88.100   0.910E-03      0.00   5.1
    1   30    89.753   0.921E-03      0.00   5.1
    1    1    88.362   0.584E-03    178.96   5.2
    1    2    76.847   0.803E-03    169.45   5.2
    1    3    69.703   0.123E-02    157.93   5.2
    1    4    61.937   0.194E-02    145.50   5.2
    1    5    53.785   0.310E-02    132.93   5.2
    1    6    50.590   0.459E-02    118.57   5.2
    1    7    48.103   0.611E-02    101.21   5.2
    1    8    46.254   0.717E-02     79.16   5.2
    1    9    44.736   0.704E-02     46.63   5.2
    1   10    43.415   0.560E-02      0.00   5.2
    1   11    42.235   0.384E-02      0.00   5.2
    1   12    41.216   0.260E-02      0.00   5.2
    1   13    40.274   0.192E-02      0.00   5.2
    1   14    39.336   0.154E-02      0.00   5.2
    1   15    38.553   0.130E-02      0.00   5.2
    1   16    37.799   0.115E-02      0.00   5.2
    1   17    37.026   0.107E-02      0.00   5.2
    1   18    36.372   0.105E-02      0.00   5.2
    1   19    35.715   0.107E-02      0.00   5.2
    1   20    35.082   0.113E-02      0.00   5.2
    1   21    34.467   0.125E-02      0.00   5.2
    1   22    33.867   0.139E-02      0.00   5.2
    1   23    33.386   0.153E-02      0.00   5.2
    1   24    32.800   0.166E-02      0.00   5.2
    1   25    32.224   0.182E-02      0.00   5.2
    1   26    31.650   0.199E-02      0.00   5.2
    1   27    31.079   0.217E-02      0.00   5.2
    1   28    30.509   0.233E-02      0.00   5.2
    1   29    29.933   0.246E-02      0.00   5.2
    1   30    29.352   0.254E-02      0.00   5.2
    1    1    44.454   0.122E-04      0.00   6.1
    1    2    46.170   0.260E-04      0.00   6.1
    1    3    48.884   0.512E-04      0.00   6.1
    1    4    52.850   0.829E-04      0.00   6.1
    1    5    56.735   0.119E-03      0.00   6.1
    1    6    61.873   0.158E-03      0.00   6.1
    1    7    65.036   0.192E-03      0.00   6.1
    1    8    68.833   0.221E-03      0.00   6.1
    1    9    72.822   0.261E-03      0.00   6.1
    1   10    76.231   0.312E-03      0.00   6.1
    1   11    78.709   0.348E-03      0.00   6.1
    1   12    81.971   0.366E-03      0.00   6.1
    1   13    86.132   0.395E-03      0.00   6.1
    1   14    89.438   0.448E-03      0.00   6.1
    1   15    92.377   0.506E-03      0.00   6.1
    1   16    94.909   0.546E-03      0.00   6.1
    1   17    97.726   0.574E-03      0.00   6.1
    1   18   100.346   0.600E-03      0.00   6.1
    1   19   102.848   0.620E-03      0.00   6.1
    1   20   105.591   0.637E-03      0.00   6.1
    1   21   108.168   0.649E-03      0.00   6.1
    1    3    99.874   0.168E-02    152.50   6.2
    1    4    96.672   0.171E-02    147.49   6.2
    1    5    93.076   0.175E-02    141.06   6.2
    1    6    89.441   0.179E-02    132.71   6.2
    1    7    98.089   0.226E-02    151.45   6.2
    1    8    91.589   0.235E-02    143.66   6.2
    1    9    85.881   0.250E-02    134.36   6.2
    1   10    83.673   0.271E-02    130.69   6.2
    1   11    78.588   0.299E-02    118.44   6.2
    1   12    74.863   0.334E-02    102.79   6.2
    1   13    71.156   0.363E-02     81.51   6.2
    1   14    67.172   0.339E-02     47.69   6.2
    1   15    63.931   0.247E-02      0.00   6.2
    1   16    60.950   0.157E-02      0.00   6.2
    1   17    57.943   0.111E-02      0.00   6.2
    1   18    55.236   0.952E-03      0.00   6.2
    1   19    52.732   0.922E-03      0.00   6.2
    1   20    50.632   0.955E-03      0.00   6.2
    1   21    48.514   0.102E-02      0.00   6.2
    1   22    46.510   0.112E-02      0.00   6.2
    1   23    44.572   0.124E-02      0.00   6.2
    1   24    42.654   0.138E-02      0.00   6.2
    1   25    40.775   0.153E-02      0.00   6.2
    1   26    38.924   0.169E-02      0.00   6.2
    1   27    37.107   0.184E-02      0.00   6.2
    1   28    35.277   0.197E-02      0.00   6.2
    1   29    33.442   0.208E-02      0.00   6.2
    1   30    31.588   0.214E-02      0.00   6.2
    1    1    66.390   0.510E-05      0.00   7.1
    1    2    67.312   0.737E-05      0.00   7.1
    1    3    67.638   0.108E-04      0.00   7.1
    1    4    69.584   0.173E-04      0.00   7.1
    1    5    70.619   0.253E-04      0.00   7.1
    1    6    73.270   0.398E-04      0.00   7.1
    1    7    74.441   0.566E-04      0.00   7.1
    1    8    76.022   0.565E-04      0.00   7.1
    1    9    78.007   0.471E-04      0.00   7.1
    1   10    82.579   0.531E-04      0.00   7.1
    1   11    84.819   0.452E-04      0.00   7.1
    1   12   106.965   0.578E-04      0.00   7.1
    1   13   108.498   0.977E-04     90.00   7.1
    1    2   108.813   0.258E-03    110.83   7.2
    1    3    85.276   0.208E-03      0.00   7.2
    1    4    78.152   0.157E-03      0.00   7.2
    1    5    75.001   0.116E-03      0.00   7.2
    1    6    72.056   0.801E-04      0.00   7.2
    1    7    68.989   0.567E-04      0.00   7.2
    1    8    66.376   0.434E-04      0.00   7.2
    1    9    64.039   0.341E-04      0.00   7.2
    1   10    61.708   0.268E-04      0.00   7.2
    1   11    59.364   0.217E-04      0.00   7.2
    1   12    57.136   0.186E-04      0.00   7.2
    1   13    54.934   0.170E-04      0.00   7.2
    1   14    52.781   0.168E-04      0.00   7.2
    1   15    50.897   0.175E-04      0.00   7.2
    1   16    48.997   0.189E-04      0.00   7.2
    1   17    47.069   0.210E-04      0.00   7.2
    1   18    45.152   0.239E-04      0.00   7.2
    1   19    43.292   0.272E-04      0.00   7.2
    1   20    41.399   0.308E-04      0.00   7.2
    1   21    39.505   0.346E-04      0.00   7.2
    1   22    37.618   0.382E-04      0.00   7.2
    1   23    35.696   0.416E-04      0.00   7.2
    1   24    33.750   0.444E-04      0.00   7.2
    1   25    31.762   0.461E-04      0.00   7.2
    1    1    97.179   0.143E-05      0.00   8.1
    1    2   100.923   0.568E-05      0.00   8.1
    1    3   106.628   0.108E-04      0.00   8.1
