
dc between calculated and observed response: -421.141 mgal


 distance    obs   calc grav anom  diff
   385.227   -31.415   -59.228   -27.813
   386.222   -31.105   -59.241   -28.137
   387.217   -30.816   -59.254   -28.438
   388.213   -30.531   -59.267   -28.737
   389.208   -30.254   -59.279   -29.025
   390.204   -29.979   -59.284   -29.304
   391.199   -29.721   -59.289   -29.568
   392.194   -29.464   -59.294   -29.830
   393.190   -29.232   -59.295   -30.063
   394.185   -29.003   -59.282   -30.278
   395.180   -28.821   -59.268   -30.447
   396.176   -28.637   -59.254   -30.618
   397.171   -28.480   -59.237   -30.757
   398.167   -28.318   -59.201   -30.884
   399.162   -28.148   -59.166   -31.018
   400.157   -27.972   -59.130   -31.158
   401.153   -27.764   -59.092   -31.329
   402.148   -27.550   -59.042   -31.492
   403.143   -27.281   -58.991   -31.709
   404.139   -27.010   -58.940   -31.930
   405.134   -26.705   -58.888   -32.183
   406.130   -26.403   -58.835   -32.432
   407.125   -26.155   -58.781   -32.626
   408.120   -25.910   -58.727   -32.818
   409.116   -25.753   -58.674   -32.920
   410.111   -25.597   -58.621   -33.024
   411.106   -25.457   -58.568   -33.111
   412.102   -25.317   -58.516   -33.198
   413.097   -25.196   -58.463   -33.266
   414.093   -25.072   -58.404   -33.332
   415.088   -24.961   -58.346   -33.384
   416.083   -24.846   -58.287   -33.442
   417.079   -24.727   -58.226   -33.499
   418.074   -24.605   -58.134   -33.529
   419.069   -24.469   -58.042   -33.573
   420.065   -24.330   -57.949   -33.620
   421.060   -24.128   -57.854   -33.727
   422.056   -23.922   -57.712   -33.790
   423.051   -23.566   -57.570   -34.003
   424.046   -23.205   -57.428   -34.223
   425.042   -22.735   -57.284   -34.550
   426.037   -22.262   -57.114   -34.852
   427.032   -21.745   -56.944   -35.199
   428.028   -21.230   -56.773   -35.543
   429.023   -20.731   -56.603   -35.872
   430.019   -20.239   -56.414   -36.175
   431.014   -19.753   -56.225   -36.472
   432.009   -19.274   -56.036   -36.762
   433.005   -18.799   -55.847   -37.048
   434.000   -18.329   -55.643   -37.314
   434.995   -17.838   -55.440   -37.602
   435.991   -17.348   -55.236   -37.888
   436.986   -16.892   -55.033   -38.141
   437.982   -16.442   -54.820   -38.378
   438.977   -15.998   -54.606   -38.608
   439.972   -15.552   -54.393   -38.841
   440.968   -15.079   -54.179   -39.100
   441.963   -14.597   -53.958   -39.361
   442.958   -14.053   -53.737   -39.684
   443.954   -13.491   -53.516   -40.025
   444.949   -12.892   -53.294   -40.402
   445.944   -12.282   -53.066   -40.784
   446.940   -11.586   -52.837   -41.251
   447.935   -10.864   -52.608   -41.744
   448.931   -10.051   -52.379   -42.329
   449.926    -9.210   -52.144   -42.934
   450.921    -8.300   -51.908   -43.608
   451.917    -7.366   -51.672   -44.305
   452.912    -6.441   -51.435   -44.995
   453.907    -5.518   -51.185   -45.667
   454.903    -4.684   -50.933   -46.250
   455.898    -3.879   -50.682   -46.803
   456.894    -3.138   -50.430   -47.293
   457.889    -2.418   -50.145   -47.727
   458.884    -1.743   -49.855   -48.113
   459.880    -1.083   -49.566   -48.483
   460.875    -0.457   -49.277   -48.820
   461.870     0.155   -48.958   -49.113
   462.866     0.690   -48.635   -49.325
   463.861     1.192   -48.312   -49.504
   464.857     1.631   -47.989   -49.620
   465.852     2.039   -47.658   -49.697
   466.847     2.405   -47.325   -49.730
   467.843     2.751   -46.992   -49.743
   468.838     3.083   -46.659   -49.742
   469.833     3.408   -46.323   -49.731
   470.829     3.733   -45.986   -49.718
   471.824     4.058   -45.649   -49.706
   472.820     4.383   -45.311   -49.695
   473.815     4.710   -44.973   -49.684
   474.810     5.060   -44.635   -49.695
   475.806     5.426   -44.296   -49.722
   476.801     5.820   -43.958   -49.778
   477.796     6.234   -43.619   -49.853
   478.792     6.713   -43.279   -49.992
   479.787     7.237   -42.940   -50.176
   480.783     7.839   -42.600   -50.439
   481.778     8.494   -42.261   -50.755
   482.773     9.146   -41.922   -51.067
   483.769     9.793   -41.583   -51.376
   484.764    10.402   -41.244   -51.646
   485.759    10.980   -40.906   -51.885
   486.755    11.554   -40.568   -52.122
   487.750    12.124   -40.230   -52.354
   488.746    12.725   -39.892   -52.617
   489.741    13.353   -39.547   -52.900
   490.736    13.973   -39.199   -53.172
   491.732    14.585   -38.851   -53.436
   492.727    15.120   -38.503   -53.623
   493.722    15.585   -38.118   -53.702
   494.718    15.980   -37.718   -53.698
   495.713    16.313   -37.318   -53.631
   496.708    16.609   -36.919   -53.527
   497.704    16.871   -36.485   -53.356
   498.699    17.125   -36.038   -53.163
   499.695    17.372   -35.590   -52.962
   500.690    17.615   -35.142   -52.757
   501.685    17.852   -34.686   -52.539
   502.681    18.071   -34.226   -52.298
   503.676    18.269   -33.767   -52.036
   504.671    18.434   -33.307   -51.741
   505.667    18.560   -32.843   -51.403
   506.662    18.646   -32.377   -51.023
   507.658    18.680   -31.911   -50.592
   508.653    18.688   -31.446   -50.134
   509.648    18.662   -30.978   -49.640
   510.644    18.617   -30.509   -49.126
   511.639    18.543   -30.040   -48.583
   512.634    18.469   -29.571   -48.040
   513.630    18.392   -29.099   -47.491
   514.625    18.347   -28.625   -46.972
   515.621    18.353   -28.151   -46.504
   516.616    18.402   -27.677   -46.079
   517.611    18.521   -27.201   -45.722
   518.607    18.665   -26.724   -45.389
   519.602    18.853   -26.247   -45.101
   520.597    19.049   -25.770   -44.820
   521.592    19.262   -25.297   -44.559
   522.587    19.499   -24.826   -44.325
   523.582    19.787   -24.355   -44.142
   524.577    20.087   -23.883   -43.971
   525.572    20.414   -23.446   -43.860
   526.567    20.710   -23.034   -43.744
   527.562    20.947   -22.621   -43.568
   528.557    21.145   -22.209   -43.353
   529.551    21.267   -21.944   -43.210
   530.546    21.384   -21.797   -43.180
   531.541    21.499   -21.650   -43.149
   532.536    21.614   -21.503   -43.117
   533.531    21.736   -21.441   -43.177
   534.526    21.789   -21.452   -43.241
   535.521    21.655   -21.464   -43.119
   536.516    21.464   -21.476   -42.940
   537.511    21.114   -21.500   -42.614
   538.506    20.761   -21.535   -42.297
   539.501    20.408   -21.571   -41.979
   540.496    20.090   -21.607   -41.697
   541.491    19.883   -21.643   -41.526
   542.486    19.685   -21.679   -41.365
   543.481    19.510   -21.716   -41.225
   544.476    19.320   -21.752   -41.072
   545.471    19.078   -21.787   -40.865
   546.466    18.848   -21.821   -40.669
   547.461    18.658   -21.854   -40.512
   548.456    18.510   -21.888   -40.397
   549.451    18.518   -21.919   -40.438
   550.446    18.544   -21.949   -40.493
   551.441    18.624   -21.979   -40.602
   552.436    18.692   -22.008   -40.701
   553.431    18.686   -22.036   -40.723
   554.426    18.672   -22.062   -40.733
   555.421    18.592   -22.087   -40.679
   556.416    18.507   -22.113   -40.620
   557.411    18.378   -22.137   -40.515
   558.406    18.228   -22.160   -40.388
   559.401    17.931   -22.183   -40.114
   560.396    17.596   -22.206   -39.802
   561.391    17.013   -22.228   -39.242
   562.386    16.391   -22.249   -38.640
   563.381    15.503   -22.270   -37.773
   564.376    14.602   -22.290   -36.892
   565.371    13.678   -22.310   -35.988
   566.366    12.742   -22.328   -35.071
   567.361    11.744   -22.346   -34.090
   568.356    10.716   -22.365   -33.081
   569.351     9.405   -22.382   -31.787
   570.346     8.088   -22.399   -30.487
   571.341     6.800   -22.415   -29.215
   572.336     5.539   -22.431   -27.970
   573.331     4.813   -22.447   -27.260
   574.326     4.101   -22.462   -26.564
   575.320     3.676   -22.478   -26.153
   576.315     3.253   -22.493   -25.746
   577.310     2.847   -22.507   -25.355
   578.305     2.456   -22.521   -24.976
   579.300     2.398   -22.534   -24.932
   580.295     2.351   -22.547   -24.898
   581.290     2.595   -22.560   -25.155
   582.285     2.849   -22.573   -25.422
   583.280     3.099   -22.585   -25.684
   584.275     3.358   -22.598   -25.956
   585.270     3.585   -22.610   -26.195
   586.265     3.820   -22.622   -26.442
   587.260     3.997   -22.633   -26.630
   588.255     4.179   -22.644   -26.823
   589.250     4.169   -22.656   -26.825
   590.245     4.155   -22.667   -26.821
   591.240     4.032   -22.678   -26.709
   592.235     3.907   -22.689   -26.595
   593.230     3.708   -22.699   -26.407
   594.225     3.507   -22.709   -26.216
   595.220     3.094   -22.720   -25.814
   596.215     2.662   -22.730   -25.392
   597.210     1.931   -22.740   -24.671
   598.205     1.163   -22.749   -23.913
   599.200     0.238   -22.759   -22.997
   600.195    -0.715   -22.769   -22.055
   601.190    -1.815   -22.779   -20.964
   602.185    -2.943   -22.788   -19.845
   603.180    -4.213   -22.797   -18.584
   604.175    -5.513   -22.806   -17.292
   605.170    -6.818   -22.814   -15.996
   606.165    -8.127   -22.823   -14.696
   607.160    -9.523   -22.831   -13.308
   608.155   -10.942   -22.840   -11.898
   620.042   -10.649   -22.934   -12.285
   621.042   -11.225   -22.942   -11.717
   622.041   -11.924   -22.949   -11.026
   623.040   -12.676   -22.957   -10.281
   624.039   -13.488   -22.964    -9.475
   625.038   -14.332   -22.971    -8.639
   626.037   -15.107   -22.978    -7.871
   627.036   -15.817   -22.986    -7.169
   628.036   -16.522   -22.993    -6.470
   629.035   -17.208   -23.000    -5.792
   630.034   -17.923   -23.007    -5.083
   631.033   -18.660   -23.013    -4.353
   632.032   -19.389   -23.020    -3.631
   633.031   -20.026   -23.027    -3.001
   634.031   -20.665   -23.034    -2.369
   635.030   -21.038   -23.041    -2.004
   636.029   -21.361   -23.049    -1.688
   637.028   -21.494   -23.056    -1.562
   638.027   -21.564   -23.062    -1.498
   639.026   -21.454   -23.068    -1.614
   640.025   -21.266   -23.074    -1.808
   641.024   -20.825   -23.080    -2.255
   642.024   -20.190   -23.087    -2.896
   643.023   -19.449   -23.094    -3.645
   644.022   -18.558   -23.101    -4.543
   645.021   -17.679   -23.107    -5.428
   646.020   -16.864   -23.114    -6.250
   647.019   -16.100   -23.120    -7.020
   648.018   -15.440   -23.126    -7.685
   649.018   -14.846   -23.132    -8.286
   650.017   -14.568   -23.138    -8.570
   651.016   -14.369   -23.144    -8.775
   652.015   -14.485   -23.150    -8.665
   653.014   -14.753   -23.156    -8.404
   654.013   -15.167   -23.162    -7.995
   655.013   -15.676   -23.168    -7.492
   656.012   -16.363   -23.174    -6.811
   657.011   -17.171   -23.180    -6.009
   658.010   -17.909   -23.186    -5.277
   659.009   -18.556   -23.193    -4.637
   660.008   -19.104   -23.199    -4.096
   661.007   -19.419   -23.206    -3.787
   662.006   -19.699   -23.212    -3.513
   663.006   -19.824   -23.218    -3.394
   664.005   -19.859   -23.224    -3.365
   665.004   -19.301   -23.230    -3.928
   666.003   -18.668   -23.236    -4.567
   667.002   -17.384   -23.241    -5.858
   668.001   -16.005   -23.247    -7.242
   669.000   -14.496   -23.253    -8.758
   670.000   -12.884   -23.260   -10.376
   670.999   -11.206   -23.266   -12.060
   671.998    -9.508   -23.272   -13.765
   672.997    -7.746   -23.278   -15.533
   673.996    -5.921   -23.285   -17.364
   674.995    -4.152   -23.291   -19.140
   675.995    -2.491   -23.298   -20.807
   676.994    -0.907   -23.304   -22.398
   677.993     0.422   -23.310   -23.732
   678.992     1.691   -23.316   -25.007
   679.991     2.709   -23.322   -26.031
   680.990     3.714   -23.328   -27.041
   681.989     4.339   -23.333   -27.672
   682.988     4.962   -23.340   -28.302
   683.988     5.220   -23.345   -28.565
   684.987     5.414   -23.351   -28.766
   685.986     5.433   -23.358   -28.791
   686.985     5.381   -23.364   -28.745
   687.984     5.252   -23.370   -28.622
   688.983     5.078   -23.377   -28.455
   689.982     4.899   -23.382   -28.282
   690.982     4.715   -23.388   -28.104
   691.981     4.559   -23.394   -27.953
   692.980     4.454   -23.400   -27.855
   693.979     4.382   -23.406   -27.788
   694.978     4.385   -23.413   -27.798
   695.977     4.408   -23.419   -27.827
   696.977     4.532   -23.425   -27.957
   697.976     4.663   -23.431   -28.093
   698.975     4.770   -23.437   -28.206
   699.974     4.879   -23.442   -28.322
   700.973     4.955   -23.448   -28.403
   701.972     5.028   -23.454   -28.483
   702.971     5.036   -23.461   -28.497
   703.970     5.013   -23.467   -28.480
   704.970     4.881   -23.473   -28.354
   705.969     4.691   -23.480   -28.171
   706.968     4.481   -23.486   -27.967
   707.967     4.218   -23.493   -27.711
   708.966     3.988   -23.500   -27.488
   709.965     3.754   -23.506   -27.260
   710.964     3.535   -23.512   -27.047
   711.964     3.090   -23.519   -26.609
   712.963     2.711   -23.525   -26.236
   713.962     2.357   -23.532   -25.888
   714.961     2.025   -23.538   -25.563
   715.960     1.465   -23.545   -25.010
   716.959     0.899   -23.552   -24.450
   717.958    -0.047   -23.559   -23.512
   718.958    -1.224   -23.565   -22.342
   719.957    -2.177   -23.572   -21.395
   720.956    -2.989   -23.579   -20.590
   721.955    -3.927   -23.585   -19.659
   722.954    -4.981   -23.592   -18.611
   723.953    -6.175   -23.599   -17.424
   724.952    -7.564   -23.606   -16.042
   725.952    -8.997   -23.613   -14.616
   726.951   -10.422   -23.620   -13.198
   727.950   -11.926   -23.627   -11.701
   728.949   -13.446   -23.634   -10.188
