 shot  ray#     dist   amplitude     phase  code
   -1   14    21.747   0.174E-02      0.00   8.2
   -1   15    25.946   0.164E-02      0.00   8.2
   -1   16    27.519   0.191E-02      0.00   8.2
   -1   17    31.216   0.360E-02      0.00   8.2
   -1   18    32.450   0.600E-02      0.00   8.2
   -1   19    33.047   0.877E-02      0.00   8.2
   -1   20    35.044   0.160E-01      0.00   8.2
   -1    1     0.686   0.117E-03      0.00   9.1
   -1    2     0.677   0.121E-03      0.00   9.1
   -1    3     0.581   0.131E-03      0.00   9.1
   -1    4     0.475   0.145E-03      0.00   9.1
   -1    5     0.321   0.160E-03      0.00   9.1
   -1    6     0.165   0.174E-03      0.00   9.1
   -1    7     0.014   0.188E-03      0.00   9.1
   -1    8    -0.150   0.202E-03      0.00   9.1
   -1    9    -0.334   0.215E-03      0.00   9.1
   -1   10    -0.529   0.229E-03      0.00   9.1
   -1   11    -1.504   0.242E-03      0.00   9.1
   -1   12    -1.759   0.252E-03      0.00   9.1
   -1   13    -2.005   0.259E-03      0.00   9.1
   -1   14    -2.678   0.260E-03      0.00   9.1
   -1   15    -2.933   0.257E-03      0.00   9.1
   -1   16    -4.108   0.251E-03      0.00   9.1
   -1   17    -4.301   0.250E-03      0.00   9.1
   -1   18    -4.499   0.256E-03      0.00   9.1
   -1   19    -4.688   0.264E-03      0.00   9.1
   -1   20    -4.880   0.269E-03      0.00   9.1
   -1    1    16.130   0.142E-04      0.00  10.1
   -1    2    15.760   0.462E-03      0.00  10.1
   -1    3    15.405   0.834E-03      0.00  10.1
   -1    4    15.068   0.114E-02      0.00  10.1
   -1    5    14.790   0.137E-02      0.00  10.1
   -1    6    14.532   0.156E-02      0.00  10.1
   -1    7    14.923   0.175E-02     90.00  10.1
   -1    8    15.682   0.171E-02     90.00  10.1
   -1    9    15.371   0.568E-02     90.00  10.1
   -1   10    15.485   0.611E-02     90.00  10.1
   -1   11    15.234   0.466E-02      0.00  10.1
   -1   12    14.971   0.478E-02      0.00  10.1
   -1   13    14.379   0.497E-02      0.00  10.1
   -1   14    14.153   0.522E-02      0.00  10.1
   -1   15    13.956   0.540E-02      0.00  10.1
   -1   16    13.765   0.536E-02      0.00  10.1
   -1   17    13.578   0.507E-02      0.00  10.1
   -1   18    13.387   0.470E-02      0.00  10.1
   -1   19    12.023   0.445E-02      0.00  10.1
   -1   20    11.842   0.437E-02      0.00  10.1
   -1    1    11.849   0.266E-02    179.92  10.2
   -1    2    13.324   0.279E-02    166.12  10.2
   -1    3    14.865   0.313E-02    151.24  10.2
   -1    4    16.203   0.383E-02    134.24  10.2
   -1    5    17.665   0.496E-02    113.51  10.2
   -1    6    18.803   0.603E-02     82.49  10.2
   -1    7    19.890   0.568E-02     27.18  10.2
   -1    8    20.605   0.361E-02      0.00  10.2
   -1    9    21.734   0.175E-02      0.00  10.2
   -1   10    22.864   0.998E-03      0.00  10.2
   -1   11    23.971   0.788E-03      0.00  10.2
   -1   12    24.999   0.701E-03      0.00  10.2
   -1   13    26.108   0.681E-03      0.00  10.2
   -1   14    27.883   0.773E-03      0.00  10.2
   -1   15    28.937   0.935E-03      0.00  10.2
   -1   16    30.005   0.108E-02      0.00  10.2
   -1   17    31.170   0.120E-02      0.00  10.2
   -1   18    32.124   0.154E-02      0.00  10.2
   -1   19    33.405   0.282E-02      0.00  10.2
   -1   20    35.128   0.460E-02      0.00  10.2
   -1    1    19.682   0.250E-04      0.00  11.1
   -1    2    18.776   0.484E-04      0.00  11.1
   -1    3    16.983   0.824E-04      0.00  11.1
   -1    4    14.935   0.123E-03      0.00  11.1
   -1    5    12.961   0.173E-03      0.00  11.1
   -1    6    11.044   0.221E-03      0.00  11.1
   -1    7     9.607   0.248E-03      0.00  11.1
   -1    8     6.519   0.260E-03      0.00  11.1
   -1    9     3.695   0.285E-03      0.00  11.1
   -1   10     1.491   0.325E-03      0.00  11.1
   -1   11    -1.552   0.376E-03      0.00  11.1
   -1   12    -3.761   0.434E-03      0.00  11.1
   -1   13    -5.655   0.481E-03      0.00  11.1
   -1   14    -7.689   0.507E-03      0.00  11.1
   -1   15    -9.668   0.523E-03      0.00  11.1
   -1   16   -11.703   0.537E-03      0.00  11.1
   -1   17   -13.761   0.552E-03      0.00  11.1
   -1   18   -15.829   0.566E-03      0.00  11.1
   -1   19   -17.910   0.577E-03      0.00  11.1
   -1   20   -19.999   0.582E-03      0.00  11.1
   -1    1   -19.998   0.745E-03    168.31  11.2
   -1    2   -16.801   0.783E-03    165.19  11.2
   -1    3   -10.695   0.893E-03    157.79  11.2
   -1    4    -4.832   0.114E-02    147.62  11.2
   -1    5     0.707   0.155E-02    134.13  11.2
   -1    6     4.539   0.206E-02    116.05  11.2
   -1    7     8.040   0.248E-02     88.80  11.2
   -1    8    11.249   0.232E-02     30.61  11.2
   -1    9    13.219   0.149E-02      0.00  11.2
   -1   10    15.455   0.717E-03      0.00  11.2
   -1   11    17.558   0.408E-03      0.00  11.2
   -1   12    21.562   0.404E-03      0.00  11.2
   -1   13    23.123   0.522E-03      0.00  11.2
   -1   14    24.641   0.644E-03      0.00  11.2
   -1   15    26.139   0.766E-03      0.00  11.2
   -1   16    27.680   0.904E-03      0.00  11.2
   -1   17    29.076   0.102E-02      0.00  11.2
   -1   18    30.613   0.129E-02      0.00  11.2
   -1   19    32.410   0.230E-02      0.00  11.2
   -1   20    35.311   0.370E-02      0.00  11.2
ray group=   21  ***  problem with cubic spline  ***
   -1   49     0.272   0.511E-04      0.00   8.1
   -1   50     0.261   0.511E-04      0.00   8.1
   -1   51     0.261   0.511E-04      0.00   8.1
   -1   52     0.258   0.512E-04      0.00   8.1
   -1   53     0.258   0.512E-04      0.00   8.1
   -1   54     4.456   0.393E-04    148.76   8.2
   -1   55     4.451   0.393E-04    148.76   8.2
   -1   56     4.447   0.393E-04    148.76   8.2
   -1   57     4.443   0.393E-04    148.77   8.2
   -1   58     4.435   0.393E-04    148.77   8.2
   -1   59     4.425   0.394E-04    148.78   8.2
   -1   60     4.419   0.394E-04    148.79   8.2
   -1   61     4.414   0.394E-04    148.79   8.2
   -1   62     4.407   0.394E-04    148.80   8.2
   -1   63     4.412   0.421E-04    148.79   8.2
   -1   64     4.408   0.421E-04    148.80   8.2
   -1   65     4.403   0.421E-04    148.80   8.2
   -1   66     4.395   0.421E-04    148.80   8.2
   -1   67     4.382   0.422E-04    148.81   8.2
   -1   68     4.382   0.422E-04    148.81   8.2
   -1   69     4.369   0.422E-04    148.82   8.2
   -1   70     4.365   0.422E-04    148.82   8.2
   -1   71     4.358   0.423E-04    148.82   8.2
   -1   72     4.353   0.423E-04    148.83   8.2
   -1   73     4.349   0.423E-04    148.83   8.2
   -1   74     4.338   0.423E-04    148.83   8.2
   -1   75     4.341   0.431E-04    148.83   8.2
   -1   76     4.332   0.432E-04    148.84   8.2
   -1   77     4.327   0.432E-04    148.84   8.2
   -1   78     4.330   0.400E-04    148.75   8.2
   -1   79     4.326   0.401E-04    148.75   8.2
   -1   80     4.319   0.401E-04    148.75   8.2
   -1   81     4.314   0.401E-04    148.75   8.2
   -1   82     4.299   0.401E-04    148.75   8.2
   -1   83     4.284   0.402E-04    148.76   8.2
   -1   84     4.282   0.402E-04    148.75   8.2
   -1   85     4.277   0.402E-04    148.75   8.2
   -1   86     4.259   0.403E-04    148.75   8.2
   -1   87     4.255   0.403E-04    148.75   8.2
   -1   88     4.241   0.403E-04    148.75   8.2
   -1   89     4.255   0.121E-03    148.75   8.2
   -1   90     4.246   0.103E-03    148.75   8.2
   -1   91     4.242   0.752E-04    148.75   8.2
   -1   92     4.228   0.513E-04    148.74   8.2
   -1   93     4.222   0.423E-04    148.74   8.2
   -1   94     4.212   0.501E-04    148.73   8.2
   -1   95     4.208   0.551E-04    148.73   8.2
   -1   96     4.197   0.380E-04    148.73   8.2
   -1   97     4.184   0.177E-04    148.72   8.2
   -1   98     4.182   0.948E-05    148.71   8.2
   -1   99     4.171   0.726E-05    148.71   8.2
   -1  100     4.171   0.639E-05    148.70   8.2
   -1  101     1.771   0.648E-05    167.03   8.2
   -1  102     1.764   0.757E-05    167.01   8.2
   -1  103     1.760   0.101E-04    167.00   8.2
   -1  104     1.752   0.278E-04    166.99   8.2
   -1  105     1.750   0.833E-04    166.99   8.2
   -1  106     1.748   0.128E-03    166.98   8.2
   -1  107     1.733   0.977E-04    166.94   8.2
   -1  108     1.725   0.532E-04    166.92   8.2
   -1  109     1.721   0.475E-04    166.91   8.2
   -1  110     1.712   0.635E-04    166.89   8.2
   -1  111     1.705   0.839E-04    166.87   8.2
   -1  112     1.705   0.973E-04    166.87   8.2
   -1  113     1.713   0.509E-04    166.89   8.2
   -1  114     1.704   0.509E-04    166.87   8.2
   -1  115     1.692   0.509E-04    166.83   8.2
   -1  116     1.687   0.510E-04    166.82   8.2
   -1  117     1.677   0.510E-04    166.81   8.2
   -1  118     1.668   0.510E-04    166.80   8.2
   -1  119     1.658   0.511E-04    166.78   8.2
   -1  120     1.661   0.486E-04    166.79   8.2
   -1  121     1.655   0.486E-04    166.78   8.2
   -1  122     1.645   0.487E-04    166.76   8.2
   -1  123     1.641   0.487E-04    166.76   8.2
   -1  124     1.627   0.487E-04    166.73   8.2
   -1  125     1.607   0.488E-04    166.71   8.2
   -1  126     1.612   0.507E-04    166.71   8.2
   -1  127     1.598   0.508E-04    166.70   8.2
   -1  128     1.587   0.508E-04    166.69   8.2
   -1  129     1.578   0.508E-04    166.68   8.2
   -1  130     1.570   0.509E-04    166.68   8.2
   -1  131     1.561   0.509E-04    166.67   8.2
   -1  132     1.548   0.509E-04    166.67   8.2
   -1  133     1.540   0.510E-04    166.67   8.2
   -1  134     1.560   0.476E-04    166.66   8.2
   -1  135     1.542   0.477E-04    166.66   8.2
   -1  136     1.541   0.477E-04    166.66   8.2
   -1  137     1.528   0.477E-04    166.67   8.2
   -1  138     1.511   0.478E-04    166.67   8.2
   -1  139     1.507   0.478E-04    166.67   8.2
   -1  140     1.489   0.478E-04    166.68   8.2
   -1  141     1.476   0.479E-04    166.69   8.2
   -1  142     1.463   0.479E-04    166.70   8.2
   -1  143     1.445   0.480E-04    166.71   8.2
   -1  144     1.442   0.480E-04    166.71   8.2
   -1  145     1.427   0.480E-04    166.73   8.2
   -1  146     1.419   0.481E-04    166.72   8.2
   -1  147     1.391   0.481E-04    166.75   8.2
   -1  148     2.753   0.512E-04    156.72   8.2
   -1  149     2.740   0.513E-04    156.73   8.2
   -1  150     2.728   0.513E-04    156.74   8.2
   -1  151     2.713   0.514E-04    156.74   8.2
   -1  152     2.701   0.514E-04    156.75   8.2
   -1  153     2.700   0.514E-04    156.75   8.2
   -1  154     2.690   0.515E-04    156.75   8.2
   -1  155     2.678   0.515E-04    156.75   8.2
   -1  156     2.647   0.516E-04    156.76   8.2
   -1  157     2.650   0.518E-04    156.76   8.2
   -1  158     2.634   0.519E-04    156.76   8.2
   -1  159     2.625   0.519E-04    156.75   8.2
   -1  160     2.613   0.520E-04    156.75   8.2
   -1  161     2.596   0.520E-04    156.75   8.2
   -1  162     2.588   0.520E-04    156.75   8.2
   -1  163     2.580   0.521E-04    156.74   8.2
   -1  164     2.563   0.521E-04    156.74   8.2
   -1  165     2.550   0.522E-04    156.73   8.2
   -1  166     2.537   0.522E-04    156.73   8.2
   -1  167     2.525   0.523E-04    156.72   8.2
   -1  168     2.514   0.523E-04    156.71   8.2
   -1  169     2.505   0.524E-04    156.71   8.2
   -1  170     2.490   0.524E-04    156.69   8.2
   -1  171     2.472   0.525E-04    156.68   8.2
   -1  172     2.473   0.534E-04    156.68   8.2
   -1  173     2.451   0.535E-04    156.65   8.2
   -1  174     2.435   0.535E-04    156.63   8.2
   -1  175     2.415   0.536E-04    156.60   8.2
   -1  176     2.400   0.537E-04    156.60   8.2
   -1  177     2.390   0.537E-04    156.59   8.2
   -1  178     2.385   0.537E-04    156.58   8.2
   -1  179     2.377   0.538E-04    156.57   8.2
   -1  180     2.367   0.538E-04    156.55   8.2
   -1  181     0.582   0.403E-04      0.00   8.1
   -1  182     0.581   0.403E-04      0.00   8.1
   -1  183     0.532   0.404E-04      0.00   8.1
   -1  184     0.510   0.405E-04      0.00   8.1
   -1  185     0.496   0.405E-04      0.00   8.1
   -1  186     0.500   0.500E-04      0.00   8.1
   -1  187     0.483   0.500E-04      0.00   8.1
   -1  188     0.470   0.500E-04      0.00   8.1
   -1  189     0.432   0.501E-04      0.00   8.1
   -1  190     0.420   0.501E-04      0.00   8.1
   -1  191     0.407   0.502E-04      0.00   8.1
   -1  192     0.392   0.502E-04      0.00   8.1
   -1  193     0.373   0.502E-04      0.00   8.1
   -1  194     0.355   0.503E-04      0.00   8.1
   -1  195     0.337   0.503E-04      0.00   8.1
   -1  196     0.322   0.504E-04      0.00   8.1
   -1  197     0.303   0.504E-04      0.00   8.1
   -1  198     0.279   0.505E-04      0.00   8.1
   -1  199     0.260   0.505E-04      0.00   8.1
   -1  200     0.257   0.505E-04      0.00   8.1
   -1  201     0.242   0.506E-04      0.00   8.1
   -1  202     0.223   0.506E-04      0.00   8.1
   -1  203     0.212   0.506E-04      0.00   8.1
   -1  204     1.333   0.477E-04    161.53   8.2
   -1  205     1.327   0.477E-04    161.54   8.2
   -1  206     1.306   0.477E-04    161.57   8.2
   -1  207     1.288   0.478E-04    161.59   8.2
   -1  208     1.255   0.478E-04    161.63   8.2
   -1  209     1.242   0.479E-04    161.66   8.2
   -1  210     1.224   0.479E-04    161.67   8.2
   -1  211     1.207   0.480E-04    161.70   8.2
   -1  212     1.157   0.481E-04    161.74   8.2
   -1  213     1.146   0.482E-04    161.74   8.2
   -1  214     1.125   0.483E-04    161.77   8.2
   -1  215     1.102   0.483E-04    161.79   8.2
   -1  216     1.095   0.484E-04    161.80   8.2
   -1  217     1.075   0.484E-04    161.82   8.2
   -1  218     1.046   0.485E-04    161.84   8.2
   -1  219     1.013   0.485E-04    161.88   8.2
   -1  220     0.992   0.486E-04    161.89   8.2
   -1  221     0.967   0.487E-04    161.92   8.2
   -1  222     0.950   0.487E-04    161.93   8.2
   -1  223     0.948   0.487E-04    161.93   8.2
   -1  224     0.930   0.488E-04    161.95   8.2
   -1  225     0.908   0.488E-04    161.97   8.2
   -1  226     0.889   0.488E-04    161.98   8.2
   -1  227     1.663   0.556E-04    156.17   8.2
   -1  228     1.650   0.556E-04    156.18   8.2
   -1  229     1.615   0.557E-04    156.19   8.2
   -1  230     1.603   0.557E-04    156.19   8.2
   -1  231     1.595   0.558E-04    156.19   8.2
   -1  232     1.579   0.558E-04    156.19   8.2
   -1  233     1.562   0.559E-04    156.20   8.2
   -1  234     1.543   0.559E-04    156.19   8.2
   -1  235     1.529   0.560E-04    156.20   8.2
   -1  236     1.516   0.560E-04    156.20   8.2
   -1  237     1.499   0.561E-04    156.20   8.2
   -1  238     1.474   0.562E-04    156.20   8.2
   -1  239     1.462   0.562E-04    156.21   8.2
   -1  240     1.448   0.562E-04    156.21   8.2
   -1  241     1.431   0.563E-04    156.21   8.2
   -1  242     1.410   0.564E-04    156.22   8.2
   -1  243     1.388   0.564E-04    156.22   8.2
   -1  244     1.357   0.565E-04    156.23   8.2
   -1  245     1.338   0.566E-04    156.23   8.2
   -1  246     1.339   0.535E-04    156.23   8.2
   -1  247     1.319   0.535E-04    156.23   8.2
   -1  248     1.295   0.536E-04    156.24   8.2
   -1  249     1.281   0.537E-04    156.24   8.2
   -1  250     1.226   0.538E-04    156.26   8.2
   -1  251     1.221   0.539E-04    156.26   8.2
   -1  252     1.212   0.539E-04    156.26   8.2
   -1  253     1.191   0.540E-04    156.26   8.2
   -1  254     1.171   0.541E-04    156.26   8.2
   -1  255     1.149   0.541E-04    156.26   8.2
   -1  256     1.135   0.541E-04    156.26   8.2
   -1  257     1.386   0.578E-04    154.11   8.2
   -1  258     1.382   0.578E-04    154.11   8.2
   -1  259     1.366   0.579E-04    154.11   8.2
   -1  260     1.349   0.579E-04    154.10   8.2
   -1  261     1.324   0.580E-04    154.09   8.2
   -1  262     1.304   0.581E-04    154.08   8.2
   -1  263     1.277   0.583E-04    154.08   8.2
   -1  264     1.255   0.584E-04    154.06   8.2
   -1  265     1.241   0.585E-04    154.05   8.2
   -1  266     1.218   0.585E-04    154.03   8.2
   -1  267     1.201   0.586E-04    154.01   8.2
   -1  268     1.187   0.586E-04    154.00   8.2
   -1  269     1.172   0.587E-04    153.99   8.2
   -1  270     1.155   0.587E-04    153.94   8.2
   -1  271     1.146   0.588E-04    153.93   8.2
   -1  272     1.125   0.588E-04    153.91   8.2
   -1  273    -2.056   0.586E-04      0.00   8.1
   -1  274    -2.073   0.587E-04      0.00   8.1
   -1  275    -2.087   0.587E-04      0.00   8.1
   -1  276    -2.107   0.587E-04      0.00   8.1
   -1  277    -2.136   0.588E-04      0.00   8.1
   -1  278    -2.156   0.588E-04      0.00   8.1
   -1  279    -2.181   0.589E-04      0.00   8.1
   -1  280    -2.207   0.589E-04      0.00   8.1
   -1  281    -2.218   0.590E-04      0.00   8.1
   -1  282    -2.209   0.641E-04      0.00   8.1
   -1  283    -2.239   0.641E-04      0.00   8.1
   -1  284    -2.252   0.642E-04      0.00   8.1
   -1  285    -2.264   0.642E-04      0.00   8.1
   -1  286    -2.286   0.643E-04      0.00   8.1
   -1  287    -2.312   0.643E-04      0.00   8.1
   -1  288    -2.328   0.644E-04      0.00   8.1
   -1  289    -2.346   0.644E-04      0.00   8.1
   -1  290    -2.358   0.645E-04      0.00   8.1
